1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.627265989780426025e-02,-6.043493151664733887e-01,-5.157969594001770020e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.627265989780426025e-02,-6.043493151664733887e-01,-5.157969594001770020e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.627265989780426025e-02,-6.043493151664733887e-01,-5.157969594001770020e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.627265989780426025e-02,-6.043493151664733887e-01,-5.157969594001770020e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.596013844013214111e-01,7.643241286277770996e-01,2.228830099105834961e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.543741703033447266e+00,7.643241286277770996e-01,2.228830099105834961e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.596013844013214111e-01,7.643241286277770996e-01,2.228830099105834961e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.596013844013214111e-01,7.643241286277770996e-01,2.228830099105834961e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.627265989780426025e-02,-6.043493151664733887e-01,-5.157969594001770020e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.862021565437316895e+00,7.643241286277770996e-01,-5.157969594001770020e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.596013844013214111e-01,7.643241286277770996e-01,2.228830099105834961e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.596013844013214111e-01,7.643241286277770996e-01,2.228830099105834961e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.627265989780426025e-02,-6.043493151664733887e-01,-5.157969594001770020e-01
